0,1,2,3,4,5,6,7,8,9
-0.04824512267089069,-0.9140486956902067,-0.048035284143603946,-0.44987889926006447,-0.6646898256831019,-0.9607689228305228,-0.6048740358037881,-0.030102483582351746,-0.3306853877585393,0.26675613591911373
-0.04739448348028489,-0.28322243661242275,-0.01216495637630003,2.1277539813219266,-0.6646898256831019,1.0408329997330665,-0.3938608834330755,-0.03044004953016144,-0.3306853877585393,-1.5652061149619743
-0.04592217048617332,1.6649174811277925,-0.003258601888198426,1.1848392437154822,-0.6646898256831019,1.0408329997330665,3.292897212704279,-0.021438290921902955,4.607549736102314,0.5284650289021263
-0.04413285937734219,1.6463637676255047,0.0034734313164229745,0.6593347338677988,1.5044611206020788,1.0408329997330665,2.9982750754319634,0.025539636814946007,-0.3306853877585393,-0.518370543029924
-0.048169178172034505,-0.9882635496993578,-0.049271780038330326,-0.6427856180649102,-0.6646898256831019,1.0408329997330665,-0.5491347125360526,-0.030102483582351746,-0.3306853877585393,-1.041788328995949
-0.038475750765751014,1.5535952001140658,0.03326880099224511,0.26021738461639377,1.5044611206020788,1.0408329997330665,3.292897212704279,-0.024813950399999885,-0.3306853877585393,0.7901739218851389
-0.04846372441771662,-0.8583875551833434,-0.04897310953235777,-0.5108551609512514,-0.6646898256831019,1.0408329997330665,0.3665827411481715,-0.02728943401727097,-0.3306853877585393,-1.5652061149619743
-0.044629306788286034,0.34760382246536126,0.03868071056046782,1.901033153761059,1.5044611206020788,1.0408329997330665,-0.6407064579044751,-0.031227703408384055,-0.3306853877585393,2.622136172766227
-0.047707878344230126,-1.0995858307130844,-0.04890740202104381,-0.6693934413483372,-0.6646898256831019,-0.9607689228305228,-0.22664291362986938,-0.030496310521463055,-0.3306853877585393,-0.518370543029924
-0.04817333689138152,-1.0995858307130844,-0.049331514139524836,-0.649991903537505,-0.6646898256831019,-0.9607689228305228,-0.5531160927694623,-0.03055257151276467,-0.3306853877585393,-0.25666165004691144
-0.04783933425388303,-0.46875957163530035,-0.04748573041261444,-0.5086378423442991,-0.6646898256831019,-0.9607689228305228,-0.33414017993193046,-0.028695958799811357,-0.3306853877585393,-0.7800794360129366
-0.04752700608758774,-0.728511560667329,-0.0504843822925789,-0.8185081176658761,-0.6646898256831019,-0.9607689228305228,-0.6884830207053911,-0.031171442417082442,-0.3306853877585393,0.005047242936101148
-0.047047998084426085,-0.22756129610555945,-0.041828911029494244,-0.2636241362760754,-0.6646898256831019,1.0408329997330665,-0.545153332302643,-0.030496310521463055,-0.3306853877585393,-1.041788328995949
-0.047680085777965564,-0.3574372906215738,-0.04677489460839976,-0.47814971149870567,-0.6646898256831019,-0.9607689228305228,1.891451370544075,-0.029764917634542053,-0.3306853877585393,-0.25666165004691144
-0.04734101416930482,0.5702483844928145,-0.03881831232929088,0.05123510591114414,-0.6646898256831019,1.0408329997330665,-0.3779353624994368,-0.021325768939299723,2.1384321741718875,0.5284650289021263
-0.04547677129841035,0.291942681958498,-0.024798718778939126,0.13438455367185353,1.5044611206020788,1.0408329997330665,-0.36599122179920784,-0.026220475182540275,-0.3306853877585393,1.313591707851164
-0.04641193970615714,1.1825209300683106,-0.039021408273352216,-0.2536462025447903,1.5044611206020788,1.0408329997330665,-0.5730229939365107,-0.031227703408384055,-0.3306853877585393,4.715807316630327
-0.04564858006314698,1.6463637676255047,0.05081867992319247,3.1604701225099374,-0.6646898256831019,1.0408329997330665,3.292897212704279,0.029196601249551014,-0.3306853877585393,4.715807316630327
-0.04830356160002683,-1.0995858307130844,-0.049940801971708845,-0.7159571320943345,-0.6646898256831019,-0.9607689228305228,-0.6765388800051622,-0.030608832504066284,-0.3306853877585393,0.005047242936101148
-0.046958289978771064,1.5164877731094903,-0.010408773801181404,1.6659973814241205,1.5044611206020788,1.0408329997330665,-0.6606133590715234,-0.031115181425780826,2.1384321741718875,0.005047242936101148
0.0010532284750851175,-1.0995858307130844,0.039773844612327365,-0.587906982542842,-0.6646898256831019,1.0408329997330665,-0.3699726020326175,-0.031002659443177594,-0.3306853877585393,0.7901739218851389
-0.04099519356586857,1.6463637676255047,-0.010211651267239517,-0.14721490941108226,-0.6646898256831019,1.0408329997330665,2.046725199647052,-0.024532645443491808,-0.3306853877585393,0.005047242936101148
-0.0452410036614025,1.3680580650911882,0.022486795726635856,1.7491468291848298,1.5044611206020788,-0.9607689228305228,1.1031380843289604,0.12686568214915558,-0.3306853877585393,1.5753006008341766
-0.04026890957009656,-0.4502058581330126,-0.04703175124353616,-0.7830310199546401,1.5044611206020788,-0.9607689228305228,-0.2346056740966887,-0.02903352474762105,-0.3306853877585393,-0.7800794360129366
-0.04818609273031676,-0.9326024091924945,-0.04951668985322782,-0.6727194192587657,-0.6646898256831019,-0.9607689228305228,0.916013213358706,-0.029258568712827514,-0.3306853877585393,-0.518370543029924
-0.015802012272512732,-1.0995858307130844,-0.05063371754556518,-0.8417899630388747,-0.6646898256831019,-0.9607689228305228,-0.6884830207053911,-0.031227703408384055,-0.3306853877585393,0.5284650289021263
-0.045479707381952506,1.6834711946300802,-0.025216857487300706,0.11941765307492584,1.5044611206020788,1.0408329997330665,1.2106353506310215,-0.013561752139676782,-0.3306853877585393,-1.3034972219789618
-0.04780954036919646,-0.8212801281787679,-0.040186223246645184,0.2103277159599681,-0.6646898256831019,-0.9607689228305228,-0.45756296716763023,-0.031227703408384055,-0.3306853877585393,-0.7800794360129366
-0.04728555695312749,-1.0995858307130844,-0.04400920572309389,-0.3512082212506893,-0.6646898256831019,1.0408329997330665,-0.58098575440333,-0.02841465384330328,-0.3306853877585393,0.26675613591911373
-0.04890505893889262,-1.0995858307130844,-0.04903881704367173,-0.08623864771989538,-0.6646898256831019,-0.9607689228305228,-0.5292278113690043,-0.031002659443177594,4.607549736102314,-0.518370543029924
-0.04867560251989641,-0.580081852649027,-0.05042464819138439,-0.7547602077159988,-0.6646898256831019,-0.9607689228305228,-0.545153332302643,-0.031227703408384055,3.3729909551371007,0.26675613591911373
-0.04781494500890032,-1.0995858307130844,-0.049110497965105145,-0.6765997268209321,-0.6646898256831019,-0.9607689228305228,-0.6486692183712944,-0.031115181425780826,-0.3306853877585393,0.26675613591911373
-0.047707878344230126,0.8856615140317065,-0.04955850372406398,-0.729815373387786,-0.6646898256831019,-0.9607689228305228,-0.5093209102019559,-0.02942735168673236,-0.3306853877585393,-0.518370543029924
-0.048225963014980514,0.3847112494699368,-0.04973770602764751,-0.6971099239352404,-0.6646898256831019,1.0408329997330665,-0.6367250776710655,-0.03083387646927275,-0.3306853877585393,-1.041788328995949
-0.04759173634604915,1.6649174811277925,-0.04252182660335057,-0.13113934951067846,-0.6646898256831019,-0.9607689228305228,-0.4933953892683173,-0.01558714782653494,-0.3306853877585393,-0.518370543029924
-0.04915403981833248,0.32905010896307346,-0.05038283432054823,-0.10508585587898951,-0.6646898256831019,-0.9607689228305228,-0.6884830207053911,-0.031227703408384055,2.1384321741718875,1.8370094938171893
-0.04525289022534925,0.7001243790088287,-0.02432681937950249,0.09613580770192721,1.5044611206020788,1.0408329997330665,2.397086660187103,-0.028358392852001663,-0.3306853877585393,0.26675613591911373
0.023214633345708204,-1.0995858307130844,0.15942722271505255,-0.4326946800561845,1.5044611206020788,1.0408329997330665,-0.6845016404719815,-0.029933700608446898,-0.3306853877585393,0.26675613591911373
-0.04855194887522794,-1.0995858307130844,-0.050741238927715294,-0.8368009961732321,-0.6646898256831019,-0.9607689228305228,-0.6884830207053911,-0.031227703408384055,-0.3306853877585393,1.313591707851164
